1188,closed,XXX,timabbott,07/07/2016,07/07/2016,Null
1187,open,XXX,aakash-cr7,07/07/2016,Null,Null
1182,closed,XXX,TomaszKolek,06/07/2016,07/07/2016,Null
1181,closed,XXX,TomaszKolek,06/07/2016,07/07/2016,Null
1179,open,XXX,TomaszKolek,05/07/2016,Null,Null
1178,closed,XXX,christi3k,05/07/2016,30/07/2016,Null
1177,closed,XXX,umairwaheed,05/07/2016,21/07/2016,Null
1176,closed,XXX,umairwaheed,05/07/2016,09/07/2016,Null
1174,closed,XXX,umairwaheed,05/07/2016,06/07/2016,Null
1173,closed,XXX,TomaszKolek,04/07/2016,13/07/2016,Null
1172,closed,XXX,sharmaeklavya2,04/07/2016,07/07/2016,07/07/2016
1171,closed,XXX,sharmaeklavya2,03/07/2016,04/07/2016,04/07/2016
1170,closed,XXX,sharmaeklavya2,03/07/2016,08/07/2016,Null
1169,closed,XXX,kritkaran94,03/07/2016,22/07/2016,Null
1168,closed,XXX,sharmaeklavya2,03/07/2016,06/07/2016,Null
1167,closed,XXX,sharmaeklavya2,03/07/2016,06/07/2016,Null
1166,closed,XXX,sharmaeklavya2,02/07/2016,07/07/2016,Null
1165,closed,XXX,TroJan,02/07/2016,06/07/2016,Null
1164,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016,Null
1163,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016,Null
1161,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016,Null
1160,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016,Null
1157,closed,XXX,kritkaran94,01/07/2016,01/07/2016,Null
1154,closed,XXX,hackerkid,30/06/2016,28/09/2016,Null
1152,closed,XXX,timabbott,30/06/2016,30/06/2016,30/06/2016
1148,closed,XXX,umairwaheed,30/06/2016,18/07/2016,Null
1146,closed,XXX,rishig,29/06/2016,15/07/2016,Null
1144,closed,XXX,sharmaeklavya2,29/06/2016,29/06/2016,29/06/2016
1143,closed,XXX,sharmaeklavya2,29/06/2016,29/06/2016,Null
1142,closed,XXX,sharmaeklavya2,29/06/2016,29/06/2016,Null
1140,closed,XXX,timabbott,29/06/2016,08/07/2016,Null
1139,closed,XXX,hackerkid,28/06/2016,11/10/2016,Null
1138,closed,XXX,sharmaeklavya2,28/06/2016,28/06/2016,28/06/2016
1137,closed,XXX,sharmaeklavya2,28/06/2016,28/06/2016,28/06/2016
1136,closed,XXX,sharmaeklavya2,28/06/2016,28/06/2016,28/06/2016
1133,closed,XXX,timabbott,27/06/2016,28/06/2016,Null
1130,closed,XXX,aakash-cr7,27/06/2016,27/06/2016,Null
1129,closed,XXX,sharmaeklavya2,27/06/2016,01/07/2016,01/07/2016
1128,closed,XXX,hackerkid,26/06/2016,25/08/2016,Null
1126,closed,XXX,ashishk1994,26/06/2016,08/09/2016,Null
1124,closed,XXX,sharmaeklavya2,26/06/2016,26/06/2016,26/06/2016
1123,closed,XXX,sharmaeklavya2,26/06/2016,26/06/2016,Null
1122,open,XXX,krtkmj,25/06/2016,Null,Null
1120,closed,XXX,rahuldeve,25/06/2016,27/06/2016,Null
1119,closed,XXX,rishig,25/06/2016,11/07/2016,Null
1115,closed,XXX,alexandrinaw,24/06/2016,30/06/2016,Null
1114,closed,XXX,akashnimare,24/06/2016,24/06/2016,Null
1113,closed,XXX,TroJan,24/06/2016,25/06/2016,Null
1112,closed,XXX,timabbott,24/06/2016,24/06/2016,24/06/2016
1109,closed,XXX,timabbott,23/06/2016,25/06/2016,Null
1108,closed,XXX,hackerkid,23/06/2016,25/06/2016,Null
1106,closed,XXX,kkampardi,23/06/2016,28/06/2016,Null
1105,closed,XXX,TroJan,23/06/2016,23/06/2016,Null
1104,closed,XXX,umairwaheed,23/06/2016,04/07/2016,Null
1102,closed,XXX,acrefoot,23/06/2016,24/06/2016,Null
1101,open,XXX,krtkmj,22/06/2016,Null,Null
1100,closed,XXX,sharmaeklavya2,22/06/2016,28/06/2016,Null
1098,closed,XXX,TomaszKolek,22/06/2016,24/06/2016,Null
1097,closed,XXX,phansen01,22/06/2016,25/06/2016,Null
1096,closed,XXX,timabbott,22/06/2016,23/06/2016,Null
1093,closed,XXX,timabbott,22/06/2016,22/06/2016,Null
1092,closed,XXX,sharmaeklavya2,22/06/2016,22/06/2016,22/06/2016
1089,closed,XXX,TomaszKolek,21/06/2016,21/06/2016,Null
1087,closed,XXX,hackerkid,21/06/2016,21/06/2016,Null
1086,closed,XXX,sharmaeklavya2,21/06/2016,21/06/2016,Null
1083,closed,XXX,umairwaheed,21/06/2016,08/07/2016,Null
1082,closed,XXX,umairwaheed,21/06/2016,21/06/2016,Null
1080,closed,XXX,sharmaeklavya2,21/06/2016,21/06/2016,Null
1079,closed,XXX,akashnimare,21/06/2016,21/06/2016,21/06/2016
1078,closed,XXX,alexandrinaw,21/06/2016,21/06/2016,Null
1077,closed,XXX,acrefoot,21/06/2016,28/06/2016,Null
1074,closed,XXX,timabbott,20/06/2016,21/06/2016,Null
1073,closed,XXX,sharmaeklavya2,20/06/2016,20/06/2016,Null
1072,closed,XXX,sharmaeklavya2,20/06/2016,21/06/2016,Null
1068,closed,XXX,TomaszKolek,20/06/2016,21/06/2016,Null
1067,closed,XXX,sharmaeklavya2,20/06/2016,20/06/2016,20/06/2016
1065,closed,XXX,umairwaheed,20/06/2016,20/06/2016,20/06/2016
1064,closed,XXX,hackerkid,18/06/2016,30/06/2016,Null
1063,closed,XXX,krtkmj,18/06/2016,23/06/2016,Null
1062,closed,XXX,hackerkid,18/06/2016,24/06/2016,Null
1061,closed,XXX,sharmaeklavya2,18/06/2016,20/06/2016,Null
1059,closed,XXX,rishig,18/06/2016,30/06/2016,30/06/2016
1058,closed,XXX,sharmaeklavya2,17/06/2016,18/06/2016,Null
1056,closed,XXX,sharmaeklavya2,17/06/2016,18/06/2016,Null
1054,closed,XXX,timabbott,16/06/2016,17/06/2016,Null
1053,closed,XXX,TroJan,16/06/2016,16/06/2016,Null
1052,closed,XXX,sharmaeklavya2,16/06/2016,16/06/2016,Null
1049,closed,XXX,jdherg,16/06/2016,16/06/2016,Null
1048,closed,XXX,timabbott,16/06/2016,17/06/2016,Null
1047,closed,XXX,dehnert,16/06/2016,19/07/2016,Null
1044,open,XXX,hackerkid,15/06/2016,Null,Null
1043,closed,XXX,timabbott,15/06/2016,16/06/2016,Null
1040,closed,XXX,sharmaeklavya2,15/06/2016,15/06/2016,15/06/2016
1039,open,XXX,auvipy,15/06/2016,Null,Null
1038,closed,XXX,sharmaeklavya2,15/06/2016,15/06/2016,Null
1037,closed,XXX,ibrand,15/06/2016,16/06/2016,Null
1031,closed,XXX,ashishk1994,14/06/2016,15/06/2016,Null
1030,closed,XXX,TroJan,14/06/2016,17/06/2016,Null
1029,closed,XXX,umairwaheed,14/06/2016,15/06/2016,Null
1027,closed,XXX,mjec,13/06/2016,13/06/2016,Null
1026,closed,XXX,TomaszKolek,13/06/2016,13/06/2016,Null
1025,closed,XXX,sharmaeklavya2,13/06/2016,14/06/2016,Null
1024,closed,XXX,sharmaeklavya2,13/06/2016,13/06/2016,13/06/2016
1023,closed,XXX,umairwaheed,13/06/2016,14/06/2016,Null
1022,closed,XXX,umairwaheed,13/06/2016,13/06/2016,Null
1021,closed,XXX,umairwaheed,13/06/2016,13/06/2016,Null
1020,closed,XXX,sharmaeklavya2,13/06/2016,13/06/2016,13/06/2016
1018,closed,XXX,timabbott,12/06/2016,12/06/2016,12/06/2016
1017,closed,XXX,sharmaeklavya2,12/06/2016,12/06/2016,Null
1015,closed,XXX,sharmaeklavya2,12/06/2016,12/06/2016,12/06/2016
1013,closed,XXX,sharmaeklavya2,12/06/2016,12/06/2016,Null
1010,closed,XXX,timabbott,11/06/2016,11/06/2016,Null
1008,closed,XXX,hackerkid,10/06/2016,11/06/2016,Null
1004,closed,XXX,TomaszKolek,10/06/2016,14/06/2016,Null
998,closed,XXX,sharmaeklavya2,10/06/2016,10/06/2016,Null
997,open,XXX,antifuchs,10/06/2016,Null,Null
994,closed,XXX,sharmaeklavya2,09/06/2016,11/06/2016,Null
988,closed,XXX,umairwaheed,09/06/2016,20/06/2016,Null
986,closed,XXX,krtkmj,09/06/2016,05/08/2016,Null
985,closed,XXX,hackerkid,08/06/2016,20/09/2016,Null
980,closed,XXX,umairwaheed,08/06/2016,13/07/2016,Null
976,closed,XXX,hackerkid,07/06/2016,08/06/2016,Null
970,closed,XXX,TomaszKolek,07/06/2016,07/06/2016,Null
968,closed,XXX,umairwaheed,07/06/2016,08/06/2016,08/06/2016
966,closed,XXX,knowcliu,07/06/2016,09/06/2016,Null
965,closed,XXX,dhanus,07/06/2016,26/06/2016,Null
961,closed,XXX,hackerkid,06/06/2016,06/06/2016,Null
960,closed,XXX,umairwaheed,06/06/2016,06/06/2016,Null
958,closed,XXX,cpdean,06/06/2016,04/07/2016,Null
957,closed,XXX,medullaskyline,05/06/2016,10/06/2016,Null
956,closed,XXX,iamaspacecow,05/06/2016,26/06/2016,Null
955,closed,XXX,palmerev,05/06/2016,07/06/2016,Null
954,closed,XXX,medullaskyline,05/06/2016,05/06/2016,Null
953,closed,XXX,Dalek-Sec,05/06/2016,05/06/2016,Null
952,closed,XXX,medullaskyline,05/06/2016,05/06/2016,Null
951,closed,XXX,hyunchel,05/06/2016,08/06/2016,Null
950,closed,XXX,palmerev,05/06/2016,06/06/2016,Null
949,closed,XXX,dawran6,05/06/2016,05/06/2016,Null
948,closed,XXX,hyunchel,05/06/2016,05/06/2016,Null
947,closed,XXX,dawran6,05/06/2016,05/06/2016,Null
946,closed,XXX,palmerev,05/06/2016,05/06/2016,Null
945,closed,XXX,hyunchel,05/06/2016,05/06/2016,Null
944,closed,XXX,medullaskyline,05/06/2016,05/06/2016,Null
943,closed,XXX,hyunchel,05/06/2016,05/06/2016,Null
942,closed,XXX,medullaskyline,05/06/2016,05/06/2016,Null
941,closed,XXX,dawran6,05/06/2016,05/06/2016,Null
940,closed,XXX,medullaskyline,05/06/2016,20/06/2016,Null
939,closed,XXX,dawran6,05/06/2016,05/06/2016,Null
938,closed,XXX,hyunchel,05/06/2016,05/06/2016,Null
937,closed,XXX,medullaskyline,05/06/2016,05/06/2016,Null
935,closed,XXX,dawran6,05/06/2016,05/06/2016,Null
934,closed,XXX,dawran6,05/06/2016,05/06/2016,Null
929,closed,XXX,dhanus,05/06/2016,05/06/2016,Null
928,closed,XXX,Dalek-Sec,05/06/2016,05/06/2016,Null
927,closed,XXX,iamaspacecow,05/06/2016,05/06/2016,Null
926,closed,XXX,pxhanus,05/06/2016,05/06/2016,Null
925,closed,XXX,acrefoot,05/06/2016,05/06/2016,Null
924,closed,XXX,medullaskyline,05/06/2016,05/06/2016,Null
920,closed,XXX,acrefoot,05/06/2016,05/06/2016,Null
918,closed,XXX,medullaskyline,05/06/2016,05/06/2016,Null
917,closed,XXX,dawran6,05/06/2016,05/06/2016,Null
916,closed,XXX,medullaskyline,04/06/2016,04/06/2016,Null
915,closed,XXX,dawran6,04/06/2016,05/06/2016,Null
914,closed,XXX,rwbarton,04/06/2016,05/06/2016,Null
913,closed,XXX,krtkmj,04/06/2016,05/08/2016,Null
912,closed,XXX,bkeyvani,04/06/2016,12/06/2016,Null
911,closed,XXX,rwbarton,04/06/2016,04/06/2016,Null
910,closed,XXX,iamaspacecow,04/06/2016,04/06/2016,Null
909,closed,XXX,medullaskyline,04/06/2016,04/06/2016,Null
907,closed,XXX,iamaspacecow,04/06/2016,04/06/2016,Null
905,closed,XXX,TroJan,04/06/2016,04/06/2016,Null
904,closed,XXX,knowcliu,04/06/2016,09/06/2016,Null
902,closed,XXX,hackerkid,04/06/2016,17/06/2016,Null
901,closed,XXX,porterjamesj,04/06/2016,23/06/2016,Null
899,closed,XXX,brainwane,04/06/2016,05/06/2016,Null
898,closed,XXX,medullaskyline,04/06/2016,04/06/2016,Null
897,closed,XXX,cpdean,03/06/2016,05/06/2016,Null
895,closed,XXX,medullaskyline,03/06/2016,04/06/2016,Null
894,closed,XXX,medullaskyline,03/06/2016,03/06/2016,Null
893,closed,XXX,neruson,03/06/2016,18/07/2016,Null
892,closed,XXX,netoxico,03/06/2016,06/06/2016,Null
891,closed,XXX,iamaspacecow,03/06/2016,04/06/2016,Null
890,closed,XXX,cpdean,03/06/2016,04/06/2016,Null
888,closed,XXX,medullaskyline,03/06/2016,04/06/2016,Null
887,closed,XXX,brainwane,03/06/2016,12/07/2016,Null
885,closed,XXX,neruson,03/06/2016,04/06/2016,Null
884,closed,XXX,florean,03/06/2016,08/06/2016,Null
881,closed,XXX,neruson,03/06/2016,03/06/2016,Null
876,closed,XXX,iamaspacecow,03/06/2016,03/06/2016,Null
875,closed,XXX,porterjamesj,03/06/2016,05/06/2016,Null
874,closed,XXX,OrenLeaffer,03/06/2016,22/07/2016,Null
873,closed,XXX,gregmccoy,03/06/2016,06/06/2016,Null
871,closed,XXX,cpdean,03/06/2016,03/06/2016,Null
870,closed,XXX,florean,02/06/2016,03/06/2016,Null
869,closed,XXX,peiwei,02/06/2016,02/06/2016,Null
868,closed,XXX,acrefoot,02/06/2016,03/06/2016,Null
867,closed,XXX,cpdean,02/06/2016,03/06/2016,Null
866,closed,XXX,ashley-dunn,02/06/2016,02/06/2016,Null
865,closed,XXX,rachelkelly,02/06/2016,02/06/2016,Null
862,closed,XXX,rbcarson,02/06/2016,07/06/2016,Null
859,closed,XXX,TroJan,02/06/2016,02/06/2016,Null
858,closed,XXX,pacopablo,02/06/2016,02/06/2016,Null
857,closed,XXX,krtkmj,02/06/2016,06/07/2016,Null
856,closed,XXX,umairwaheed,02/06/2016,09/06/2016,Null
855,closed,XXX,timabbott,01/06/2016,04/06/2016,Null
854,closed,XXX,TomaszKolek,01/06/2016,07/06/2016,Null
851,closed,XXX,kunall17,01/06/2016,17/06/2016,Null
850,open,XXX,krtkmj,31/05/2016,Null,Null
849,closed,XXX,umairwaheed,31/05/2016,03/06/2016,Null
848,closed,XXX,TomaszKolek,31/05/2016,31/05/2016,Null
847,closed,XXX,gnprice,30/05/2016,31/05/2016,Null
846,closed,XXX,TomaszKolek,30/05/2016,31/05/2016,31/05/2016
845,closed,XXX,ashishk1994,30/05/2016,31/05/2016,Null
844,closed,XXX,rwbarton,30/05/2016,30/05/2016,Null
842,closed,XXX,hackerkid,28/05/2016,29/05/2016,29/05/2016
841,closed,XXX,TomaszKolek,28/05/2016,04/06/2016,Null
840,closed,XXX,TomaszKolek,27/05/2016,14/06/2016,Null
838,closed,XXX,hackerkid,26/05/2016,31/05/2016,Null
837,closed,XXX,umairwaheed,26/05/2016,26/05/2016,26/05/2016
834,closed,XXX,sharmaeklavya2,25/05/2016,25/05/2016,Null
833,closed,XXX,sharmaeklavya2,25/05/2016,25/05/2016,25/05/2016
832,closed,XXX,umairwaheed,25/05/2016,07/06/2016,07/06/2016
831,closed,XXX,hackerkid,25/05/2016,27/05/2016,Null
830,closed,XXX,TomaszKolek,24/05/2016,31/05/2016,Null
828,closed,XXX,sharmaeklavya2,24/05/2016,24/05/2016,Null
827,closed,XXX,sharmaeklavya2,24/05/2016,25/05/2016,Null
826,closed,XXX,brainwane,24/05/2016,31/05/2016,Null
825,closed,XXX,sharmaeklavya2,24/05/2016,24/05/2016,Null
824,closed,XXX,sharmaeklavya2,24/05/2016,24/05/2016,Null
823,closed,XXX,sharmaeklavya2,24/05/2016,29/05/2016,Null
821,closed,XXX,TomaszKolek,23/05/2016,04/06/2016,Null
820,closed,XXX,TomaszKolek,23/05/2016,16/06/2016,Null
819,closed,XXX,krtkmj,23/05/2016,01/07/2016,Null
818,closed,XXX,umairwaheed,23/05/2016,31/05/2016,Null
817,closed,XXX,hackerkid,22/05/2016,09/06/2016,Null
816,closed,XXX,ashishk1994,22/05/2016,08/06/2016,Null
815,closed,XXX,sharmaeklavya2,21/05/2016,30/05/2016,Null
814,closed,XXX,sharmaeklavya2,20/05/2016,22/05/2016,22/05/2016
813,closed,XXX,kfdm,20/05/2016,20/05/2016,Null
812,closed,XXX,TomaszKolek,19/05/2016,21/06/2016,Null
811,closed,XXX,hackerkid,19/05/2016,19/05/2016,Null
809,closed,XXX,timabbott,18/05/2016,21/06/2016,Null
808,closed,XXX,christi3k,18/05/2016,16/06/2016,Null
807,open,XXX,TomaszKolek,18/05/2016,Null,Null
805,closed,XXX,timabbott,18/05/2016,09/07/2016,Null
803,closed,XXX,sharmaeklavya2,17/05/2016,18/05/2016,18/05/2016
802,closed,XXX,arisfkiaras,17/05/2016,19/05/2016,Null
801,closed,XXX,TomaszKolek,16/05/2016,18/05/2016,Null
798,open,XXX,corykitchens,16/05/2016,Null,Null
797,closed,XXX,brainwane,15/05/2016,24/05/2016,Null
796,closed,XXX,brainwane,14/05/2016,17/05/2016,Null
795,closed,XXX,brainwane,14/05/2016,03/06/2016,Null
793,closed,XXX,brainwane,13/05/2016,14/05/2016,Null
786,closed,XXX,timabbott,12/05/2016,13/05/2016,13/05/2016
785,closed,XXX,TomaszKolek,12/05/2016,13/05/2016,Null
782,closed,XXX,umairwaheed,12/05/2016,12/05/2016,Null
781,closed,XXX,TomaszKolek,12/05/2016,12/05/2016,Null
777,closed,XXX,phansen01,11/05/2016,19/05/2016,Null
776,closed,XXX,acrefoot,11/05/2016,30/07/2016,Null
775,closed,XXX,umairwaheed,11/05/2016,20/05/2016,Null
774,closed,XXX,brainwane,11/05/2016,11/05/2016,Null
773,closed,XXX,brainwane,11/05/2016,17/05/2016,Null
772,closed,XXX,brainwane,11/05/2016,11/05/2016,11/05/2016
771,closed,XXX,stijlist,10/05/2016,21/06/2016,Null
770,closed,XXX,tcarrio,10/05/2016,11/05/2016,Null
769,open,XXX,rahuldeve,10/05/2016,Null,Null
768,closed,XXX,TomaszKolek,09/05/2016,12/05/2016,Null
767,closed,XXX,blablacio,08/05/2016,08/05/2016,Null
766,closed,XXX,timabbott,07/05/2016,09/05/2016,Null
764,closed,XXX,timabbott,07/05/2016,12/05/2016,Null
763,closed,XXX,timabbott,07/05/2016,07/05/2016,Null
762,closed,XXX,christi3k,07/05/2016,31/05/2016,Null
761,closed,XXX,TomaszKolek,07/05/2016,19/05/2016,Null
760,closed,XXX,TomaszKolek,06/05/2016,07/05/2016,Null
759,closed,XXX,ashishk1994,06/05/2016,08/06/2016,Null
756,closed,XXX,TomaszKolek,05/05/2016,14/07/2016,Null
755,closed,XXX,timabbott,05/05/2016,06/05/2016,Null
751,closed,XXX,timabbott,03/05/2016,03/05/2016,03/05/2016
749,open,XXX,krtkmj,03/05/2016,Null,Null
745,closed,XXX,phansen01,03/05/2016,08/05/2016,Null
744,closed,XXX,timabbott,02/05/2016,02/05/2016,Null
739,closed,XXX,sharmaeklavya2,01/05/2016,01/05/2016,01/05/2016
738,closed,XXX,sharmaeklavya2,01/05/2016,01/05/2016,Null
737,closed,XXX,sharmaeklavya2,01/05/2016,01/05/2016,01/05/2016
723,closed,XXX,sharmaeklavya2,28/04/2016,28/04/2016,Null
721,closed,XXX,sharmaeklavya2,28/04/2016,28/04/2016,Null
720,closed,XXX,sharmaeklavya2,28/04/2016,28/04/2016,28/04/2016
719,closed,XXX,sharmaeklavya2,27/04/2016,27/04/2016,Null
711,open,XXX,mjec,26/04/2016,Null,Null
706,closed,XXX,sharmaeklavya2,25/04/2016,25/04/2016,25/04/2016
705,closed,XXX,hackerkid,25/04/2016,26/04/2016,Null
703,closed,XXX,sharmaeklavya2,25/04/2016,25/04/2016,Null
702,closed,XXX,sharmaeklavya2,25/04/2016,25/04/2016,25/04/2016
700,closed,XXX,kou,24/04/2016,27/08/2016,Null
699,closed,XXX,umairwaheed,23/04/2016,09/05/2016,Null
697,closed,XXX,hackerkid,22/04/2016,25/04/2016,Null
690,closed,XXX,hackerkid,21/04/2016,22/04/2016,Null
688,closed,XXX,dwrpayne,21/04/2016,26/04/2016,Null
686,closed,XXX,dwrpayne,21/04/2016,21/04/2016,Null
685,closed,XXX,hackerkid,20/04/2016,20/04/2016,Null
684,closed,XXX,mjec,20/04/2016,24/06/2016,Null
682,closed,XXX,timabbott,20/04/2016,29/04/2016,Null
681,closed,XXX,dwrpayne,19/04/2016,20/04/2016,Null
680,closed,XXX,sharmaeklavya2,18/04/2016,28/04/2016,Null
679,closed,XXX,akashnimare,17/04/2016,21/06/2016,Null
678,closed,XXX,hackerkid,16/04/2016,19/04/2016,Null
673,closed,XXX,timabbott,15/04/2016,08/08/2016,Null
667,closed,XXX,TomaszKolek,14/04/2016,20/04/2016,Null
663,closed,XXX,anteq,14/04/2016,28/04/2016,Null
662,closed,XXX,ryansnowboarder,14/04/2016,14/04/2016,Null
661,closed,XXX,ryansnowboarder,14/04/2016,14/04/2016,Null
657,closed,XXX,brainwane,13/04/2016,13/04/2016,Null
656,closed,XXX,timabbott,13/04/2016,21/04/2016,21/04/2016
653,open,XXX,chapmanc,11/04/2016,Null,Null
652,closed,XXX,TomaszKolek,11/04/2016,26/04/2016,Null
650,closed,XXX,timabbott,11/04/2016,19/04/2016,Null
649,closed,XXX,hackerkid,11/04/2016,12/04/2016,Null
648,closed,XXX,Vallher,11/04/2016,14/09/2016,Null
645,closed,XXX,hackerkid,10/04/2016,10/04/2016,Null
644,closed,XXX,hackerkid,09/04/2016,13/04/2016,Null
643,closed,XXX,anindya,09/04/2016,09/04/2016,Null
642,closed,XXX,hackerkid,08/04/2016,09/04/2016,Null
641,closed,XXX,hackerkid,08/04/2016,08/04/2016,Null
640,closed,XXX,sharmaeklavya2,08/04/2016,12/04/2016,Null
639,closed,XXX,ashishk1994,07/04/2016,28/04/2016,Null
638,closed,XXX,varshit97,07/04/2016,07/04/2016,Null
637,closed,XXX,sharmaeklavya2,07/04/2016,07/04/2016,07/04/2016
634,closed,XXX,timabbott,06/04/2016,13/04/2016,Null
633,closed,XXX,disissid,04/04/2016,04/04/2016,Null
632,open,XXX,disissid,04/04/2016,Null,Null
631,closed,XXX,ashishk1994,04/04/2016,29/04/2016,Null
630,closed,XXX,timabbott,04/04/2016,05/04/2016,Null
629,closed,XXX,arisfkiaras,03/04/2016,08/04/2016,Null
628,closed,XXX,sharmaeklavya2,03/04/2016,05/04/2016,Null
625,closed,XXX,ashishk1994,02/04/2016,03/04/2016,Null
624,closed,XXX,ashishk1994,02/04/2016,02/04/2016,Null
614,open,XXX,ashishk1994,01/04/2016,Null,Null
613,closed,XXX,varshit97,01/04/2016,12/05/2016,Null
609,closed,XXX,timabbott,31/03/2016,03/04/2016,Null
608,closed,XXX,007,31/03/2016,31/03/2016,Null
607,closed,XXX,timabbott,31/03/2016,19/05/2016,Null
604,closed,XXX,akashnimare,29/03/2016,30/03/2016,Null
602,closed,XXX,SummerBulb,29/03/2016,29/03/2016,Null
597,closed,XXX,timabbott,27/03/2016,28/03/2016,28/03/2016
596,closed,XXX,sharmaeklavya2,27/03/2016,20/04/2016,20/04/2016
594,closed,XXX,SummerBulb,27/03/2016,27/03/2016,Null
593,closed,XXX,ryansnowboarder,26/03/2016,08/06/2016,Null
592,closed,XXX,Croolis,26/03/2016,08/06/2016,Null
590,closed,XXX,ryansnowboarder,26/03/2016,26/03/2016,Null
589,closed,XXX,ryansnowboarder,25/03/2016,26/03/2016,Null
588,closed,XXX,anindya,25/03/2016,08/04/2016,Null
584,closed,XXX,rahuldeve,24/03/2016,06/05/2016,Null
582,closed,XXX,krtkmj,24/03/2016,27/03/2016,Null
580,closed,XXX,zbenjamin,24/03/2016,30/03/2016,Null
579,closed,XXX,sharmaeklavya2,23/03/2016,30/03/2016,Null
578,closed,XXX,zbenjamin,23/03/2016,30/03/2016,Null
577,closed,XXX,kunall17,23/03/2016,27/03/2016,Null
575,closed,XXX,ashishk1994,23/03/2016,30/03/2016,Null
574,closed,XXX,blablacio,23/03/2016,24/03/2016,Null
573,closed,XXX,ryansnowboarder,22/03/2016,04/04/2016,Null
572,closed,XXX,ryansnowboarder,22/03/2016,22/03/2016,Null
571,closed,XXX,rahuldeve,22/03/2016,24/03/2016,Null
569,closed,XXX,sharmaeklavya2,22/03/2016,01/04/2016,Null
568,closed,XXX,goelakash,21/03/2016,29/03/2016,Null
567,closed,XXX,goelakash,21/03/2016,30/03/2016,Null
559,closed,XXX,blablacio,21/03/2016,01/04/2016,Null
557,closed,XXX,goelakash,21/03/2016,12/06/2016,Null
556,closed,XXX,lfaraone,21/03/2016,21/03/2016,21/03/2016
555,closed,XXX,lfaraone,21/03/2016,21/03/2016,21/03/2016
553,closed,XXX,timabbott,20/03/2016,22/03/2016,Null
550,closed,XXX,chandan5,19/03/2016,20/03/2016,Null
547,closed,XXX,blablacio,17/03/2016,18/03/2016,Null
546,closed,XXX,GedLawrenson,17/03/2016,30/03/2016,Null
545,closed,XXX,sharmaeklavya2,17/03/2016,09/07/2016,Null
544,open,XXX,blablacio,17/03/2016,Null,Null
543,closed,XXX,blablacio,17/03/2016,26/04/2016,Null
542,closed,XXX,blablacio,17/03/2016,20/03/2016,Null
540,closed,XXX,varshit97,16/03/2016,18/03/2016,Null
539,closed,XXX,ashishk1994,16/03/2016,30/03/2016,Null
537,closed,XXX,TomaszKolek,15/03/2016,08/04/2016,Null
534,closed,XXX,disissid,15/03/2016,09/04/2016,Null
532,closed,XXX,anindya,15/03/2016,18/03/2016,Null
531,closed,XXX,TomaszKolek,15/03/2016,22/04/2016,Null
527,closed,XXX,jmandel,14/03/2016,19/03/2016,Null
525,open,XXX,krtkmj,14/03/2016,Null,Null
524,closed,XXX,ashishk1994,14/03/2016,16/03/2016,Null
523,closed,XXX,ashishk1994,13/03/2016,16/03/2016,Null
522,closed,XXX,Alpus,13/03/2016,20/03/2016,Null
521,closed,XXX,timabbott,13/03/2016,18/03/2016,Null
520,closed,XXX,varshit97,13/03/2016,03/04/2016,Null
517,closed,XXX,sharmaeklavya2,12/03/2016,12/03/2016,Null
514,closed,XXX,disissid,11/03/2016,11/10/2016,Null
513,closed,XXX,TomaszKolek,11/03/2016,15/03/2016,Null
512,closed,XXX,varshit97,11/03/2016,19/09/2016,Null
511,closed,XXX,timabbott,11/03/2016,19/03/2016,Null
510,closed,XXX,timabbott,11/03/2016,13/03/2016,Null
509,open,XXX,anindya,10/03/2016,Null,Null
508,open,XXX,kevchentw,10/03/2016,Null,Null
506,closed,XXX,sharmaeklavya2,10/03/2016,27/04/2016,Null
504,closed,XXX,krtkmj,10/03/2016,10/03/2016,Null
500,closed,XXX,ishankhare07,08/03/2016,22/04/2016,Null
496,closed,XXX,akarambir,08/03/2016,08/03/2016,Null
495,closed,XXX,krtkmj,07/03/2016,19/05/2016,Null
493,closed,XXX,krtkmj,06/03/2016,09/03/2016,Null
492,closed,XXX,sharmaeklavya2,06/03/2016,08/03/2016,Null
491,closed,XXX,varshit97,05/03/2016,13/03/2016,Null
489,closed,XXX,varshit97,05/03/2016,05/03/2016,Null
486,open,XXX,namit9,03/03/2016,Null,Null
484,closed,XXX,yashmehrotra,01/03/2016,29/04/2016,Null
481,closed,XXX,jmandel,25/02/2016,12/03/2016,Null
480,open,XXX,jmandel,24/02/2016,Null,Null
471,closed,XXX,lfaraone,18/02/2016,18/02/2016,18/02/2016
469,closed,XXX,lfaraone,18/02/2016,19/02/2016,Null
462,closed,XXX,timabbott,08/02/2016,09/02/2016,09/02/2016
460,closed,XXX,zbenjamin,02/02/2016,03/02/2016,Null
459,closed,XXX,zbenjamin,02/02/2016,03/02/2016,Null
451,closed,XXX,blablacio,29/01/2016,26/09/2016,Null
450,open,XXX,galexrt,29/01/2016,Null,Null
447,closed,XXX,timabbott,27/01/2016,04/02/2016,Null
446,closed,XXX,timabbott,27/01/2016,03/02/2016,Null
443,closed,XXX,timabbott,25/01/2016,08/03/2016,Null
442,open,XXX,timabbott,24/01/2016,Null,Null
