// ID,State,Author,Comment Amount,Date (Open),Date (Close),Date (Merge)
// Date pattern: DD/MM/YYYY
// Pulls from Repository: https://github.com/github/hubot

471,closed,XXX,l337ch,07/04/2013,09/04/2013,Null
469,closed,XXX,tombell,06/04/2013,30/05/2013,Null
467,closed,XXX,ronaldb,05/04/2013,07/04/2013,Null
466,closed,XXX,apolishch,04/04/2013,05/04/2013,05/04/2013
465,closed,XXX,ahawkins,03/04/2013,03/04/2013,Null
462,closed,XXX,pcarrier,03/04/2013,03/04/2013,03/04/2013
460,closed,XXX,bhardin,29/03/2013,29/03/2013,29/03/2013
459,closed,XXX,ZachBeta,29/03/2013,29/03/2013,29/03/2013
458,closed,XXX,ZachBeta,29/03/2013,29/03/2013,29/03/2013
457,closed,XXX,creatorrr,29/03/2013,29/03/2013,29/03/2013
456,closed,XXX,bhardin,28/03/2013,28/03/2013,Null
455,closed,XXX,creatorrr,28/03/2013,28/03/2013,28/03/2013
454,closed,XXX,kyleslattery,27/03/2013,27/03/2013,27/03/2013
452,closed,XXX,creatorrr,25/03/2013,25/03/2013,25/03/2013
451,closed,XXX,creatorrr,25/03/2013,25/03/2013,25/03/2013
450,closed,XXX,busbyjon,25/03/2013,25/03/2013,25/03/2013
449,closed,XXX,kashyapp,25/03/2013,25/03/2013,25/03/2013
448,closed,XXX,matjaz,24/03/2013,25/03/2013,Null
447,closed,XXX,creatorrr,24/03/2013,25/03/2013,25/03/2013
446,closed,XXX,creatorrr,24/03/2013,24/03/2013,24/03/2013
445,closed,XXX,kashyapp,23/03/2013,23/03/2013,23/03/2013
438,closed,XXX,phindmarsh,15/03/2013,15/03/2013,Null
436,closed,XXX,tombell,14/03/2013,14/03/2013,14/03/2013
435,closed,XXX,francois2metz,14/03/2013,14/03/2013,14/03/2013
434,closed,XXX,tombell,14/03/2013,14/03/2013,Null
432,closed,XXX,technicalpickles,10/03/2013,10/03/2013,10/03/2013
429,closed,XXX,technicalpickles,09/03/2013,19/07/2013,19/07/2013
426,closed,XXX,stevenklise,01/03/2013,01/03/2013,01/03/2013
424,closed,XXX,cupakromer,27/02/2013,08/03/2013,08/03/2013
423,closed,XXX,cupakromer,27/02/2013,27/02/2013,Null
422,closed,XXX,philippbeckmann,26/02/2013,26/02/2013,26/02/2013
421,closed,XXX,omares,26/02/2013,26/02/2013,26/02/2013
419,closed,XXX,justincampbell,21/02/2013,22/02/2013,22/02/2013
414,closed,XXX,nesQuick,15/02/2013,16/02/2013,16/02/2013
412,closed,XXX,lnyarl,14/02/2013,14/02/2013,Null
411,closed,XXX,joonas,14/02/2013,14/02/2013,Null
408,closed,XXX,pgib,08/02/2013,08/02/2013,08/02/2013
406,closed,XXX,ctborg,04/02/2013,04/02/2013,04/02/2013
404,closed,XXX,robertfwest,31/01/2013,01/02/2013,Null
403,closed,XXX,haf,31/01/2013,31/01/2013,31/01/2013
402,closed,XXX,tombell,22/01/2013,22/01/2013,22/01/2013
394,closed,XXX,omega,17/01/2013,17/01/2013,17/01/2013
393,closed,XXX,x1a0,16/01/2013,17/01/2013,17/01/2013
390,closed,XXX,x1a0,15/01/2013,15/01/2013,15/01/2013
388,closed,XXX,tombell,11/01/2013,11/01/2013,11/01/2013
387,closed,XXX,tombell,11/01/2013,11/01/2013,11/01/2013
386,closed,XXX,tombell,11/01/2013,11/01/2013,Null
385,closed,XXX,tombell,11/01/2013,11/01/2013,11/01/2013
384,closed,XXX,tombell,10/01/2013,11/01/2013,Null
383,closed,XXX,aroben,09/01/2013,09/01/2013,09/01/2013
381,closed,XXX,numbcoder,29/12/2012,09/01/2013,09/01/2013
380,closed,XXX,strugee,27/12/2012,27/12/2012,27/12/2012
378,closed,XXX,yanisliu,21/12/2012,21/12/2012,Null
377,closed,XXX,dpilone,15/12/2012,15/12/2012,Null
376,closed,XXX,kavu,15/12/2012,09/01/2013,09/01/2013
375,closed,XXX,kavu,14/12/2012,09/01/2013,Null
370,closed,XXX,danehammer,30/11/2012,10/01/2013,10/01/2013
364,closed,XXX,ecarter,05/11/2012,10/01/2013,Null
361,closed,XXX,voidlily,24/10/2012,27/10/2012,27/10/2012
359,closed,XXX,tubbo,21/10/2012,22/10/2012,Null
355,closed,XXX,cjbottaro,10/10/2012,10/01/2013,10/01/2013
349,closed,XXX,wingrunr21,13/09/2012,11/03/2013,Null
345,closed,XXX,nesQuick,28/08/2012,05/09/2012,Null
344,closed,XXX,nesQuick,28/08/2012,16/02/2013,16/02/2013
341,closed,XXX,marsam,24/08/2012,08/09/2012,08/09/2012
339,closed,XXX,Iristyle,23/08/2012,10/01/2013,Null
338,closed,XXX,Iristyle,22/08/2012,23/08/2012,Null
336,closed,XXX,elmoeleven,20/08/2012,23/08/2012,23/08/2012
335,closed,XXX,Seldaek,18/08/2012,08/09/2012,08/09/2012
334,closed,XXX,keithduncan,17/08/2012,10/01/2013,10/01/2013
330,closed,XXX,ferlores,03/08/2012,03/08/2012,03/08/2012
328,closed,XXX,sopel,02/08/2012,02/08/2012,02/08/2012
327,closed,XXX,futuraprime,30/07/2012,31/07/2012,31/07/2012
325,closed,XXX,p0123n,28/07/2012,02/08/2012,Null
322,closed,XXX,ferlores,27/07/2012,27/07/2012,27/07/2012
317,closed,XXX,ferlores,14/07/2012,14/07/2012,14/07/2012
313,closed,XXX,tombell,10/07/2012,17/07/2012,17/07/2012
310,closed,XXX,ejfinneran,28/06/2012,04/07/2012,04/07/2012
309,closed,XXX,elliotttf,25/06/2012,26/06/2012,26/06/2012
304,closed,XXX,travisjeffery,07/06/2012,07/06/2012,07/06/2012
302,closed,XXX,travisjeffery,06/06/2012,07/06/2012,07/06/2012
301,closed,XXX,stevenh512,31/05/2012,31/05/2012,Null
299,closed,XXX,technicalpickles,31/05/2012,31/05/2012,31/05/2012
298,closed,XXX,technicalpickles,31/05/2012,31/05/2012,31/05/2012
297,closed,XXX,tombell,30/05/2012,18/06/2012,Null
296,closed,XXX,tombell,30/05/2012,30/05/2012,30/05/2012
294,closed,XXX,tombell,26/05/2012,26/05/2012,26/05/2012
291,closed,XXX,technicalpickles,17/05/2012,17/05/2012,17/05/2012
290,closed,XXX,technicalpickles,16/05/2012,23/05/2012,23/05/2012
285,closed,XXX,technicalpickles,13/05/2012,13/05/2012,13/05/2012
283,closed,XXX,elliotttf,10/05/2012,10/05/2012,10/05/2012
282,closed,XXX,elliotttf,09/05/2012,10/05/2012,10/05/2012
278,closed,XXX,jimeh,19/04/2012,20/04/2012,20/04/2012
276,closed,XXX,iangreenleaf,17/04/2012,17/04/2012,17/04/2012
274,closed,XXX,jimeh,15/04/2012,15/04/2012,15/04/2012
273,closed,XXX,jimeh,15/04/2012,15/04/2012,15/04/2012
272,closed,XXX,jimeh,14/04/2012,14/04/2012,14/04/2012
271,closed,XXX,jimeh,14/04/2012,14/04/2012,Null
270,closed,XXX,tombell,11/04/2012,14/04/2012,14/04/2012
265,closed,XXX,tombell,30/03/2012,08/05/2012,Null
264,closed,XXX,tombell,28/03/2012,30/03/2012,Null
261,closed,XXX,jonmagic,24/03/2012,24/03/2012,24/03/2012
257,closed,XXX,christierney,19/03/2012,20/03/2012,20/03/2012
254,closed,XXX,qix,09/03/2012,09/03/2012,Null
253,closed,XXX,kylev,05/03/2012,05/03/2012,05/03/2012
247,closed,XXX,franc,20/02/2012,20/02/2012,20/02/2012
243,closed,XXX,sbryant,13/02/2012,13/02/2012,13/02/2012
242,closed,XXX,thomaschaaf,12/02/2012,12/02/2012,12/02/2012
241,closed,XXX,jonklo,10/02/2012,10/02/2012,10/02/2012
237,closed,XXX,tombell,07/02/2012,10/02/2012,10/02/2012
229,closed,XXX,ejfinneran,27/01/2012,28/01/2012,28/01/2012
228,closed,XXX,titanous,25/01/2012,25/01/2012,25/01/2012
224,closed,XXX,kevinsawicki,10/01/2012,10/01/2012,10/01/2012
221,closed,XXX,iangreenleaf,04/01/2012,26/05/2012,Null
220,closed,XXX,sbryant,02/01/2012,12/02/2012,12/02/2012
219,closed,XXX,atmos,24/12/2011,12/01/2012,12/01/2012
218,closed,XXX,atmos,24/12/2011,24/12/2011,24/12/2011
217,closed,XXX,schisamo,22/12/2011,22/12/2011,22/12/2011
211,closed,XXX,smgt,15/12/2011,15/12/2011,15/12/2011
210,closed,XXX,sapegin,15/12/2011,15/12/2011,15/12/2011
209,closed,XXX,iangreenleaf,14/12/2011,15/12/2011,Null
208,closed,XXX,ejfinneran,14/12/2011,14/12/2011,14/12/2011
206,closed,XXX,markstory,08/12/2011,08/12/2011,08/12/2011
204,closed,XXX,horaceko,07/12/2011,07/12/2011,07/12/2011
202,closed,XXX,mrtazz,01/12/2011,01/12/2011,Null
199,closed,XXX,DavidWittman,01/12/2011,01/12/2011,01/12/2011
198,closed,XXX,trumbitta,30/11/2011,30/11/2011,30/11/2011
196,closed,XXX,dtorres,27/11/2011,27/11/2011,Null
195,closed,XXX,alexwhitman,27/11/2011,27/11/2011,27/11/2011
194,closed,XXX,dtorres,27/11/2011,27/11/2011,Null
193,closed,XXX,bleonard,26/11/2011,27/11/2011,Null
192,closed,XXX,tombell,24/11/2011,24/11/2011,24/11/2011
191,closed,XXX,ejfinneran,24/11/2011,24/11/2011,24/11/2011
190,closed,XXX,iangreenleaf,24/11/2011,24/11/2011,24/11/2011
188,closed,XXX,tombell,22/11/2011,22/11/2011,22/11/2011
184,closed,XXX,igorgue,20/11/2011,20/11/2011,20/11/2011
183,closed,XXX,occ,17/11/2011,17/11/2011,17/11/2011
182,closed,XXX,ivey,17/11/2011,17/11/2011,17/11/2011
179,closed,XXX,pescuma,16/11/2011,16/11/2011,16/11/2011
178,closed,XXX,russelldavis,16/11/2011,16/11/2011,16/11/2011
177,closed,XXX,berg,14/11/2011,14/11/2011,14/11/2011
176,closed,XXX,malditogeek,13/11/2011,13/11/2011,13/11/2011
175,closed,XXX,madzak,13/11/2011,13/11/2011,13/11/2011
174,closed,XXX,tombell,12/11/2011,17/11/2011,17/11/2011
173,closed,XXX,cldwalker,11/11/2011,12/11/2011,12/11/2011
172,closed,XXX,arttu,10/11/2011,13/11/2011,Null
170,closed,XXX,tacoe,10/11/2011,10/11/2011,10/11/2011
168,closed,XXX,pescuma,09/11/2011,09/11/2011,09/11/2011
167,closed,XXX,mrtazz,09/11/2011,09/11/2011,09/11/2011
165,closed,XXX,arttu,09/11/2011,09/11/2011,09/11/2011
164,closed,XXX,agrieser,09/11/2011,09/11/2011,09/11/2011
162,closed,XXX,andrebeat,09/11/2011,13/11/2011,13/11/2011
158,closed,XXX,markstory,08/11/2011,08/11/2011,08/11/2011
154,closed,XXX,pescuma,07/11/2011,07/11/2011,07/11/2011
152,closed,XXX,pescuma,07/11/2011,07/11/2011,07/11/2011
150,closed,XXX,mexitek,07/11/2011,07/11/2011,07/11/2011
148,closed,XXX,Vrtak-CZ,06/11/2011,13/11/2011,13/11/2011
147,closed,XXX,Vrtak-CZ,06/11/2011,06/11/2011,Null
146,closed,XXX,Vrtak-CZ,06/11/2011,06/11/2011,06/11/2011
145,closed,XXX,Vrtak-CZ,06/11/2011,06/11/2011,06/11/2011
144,closed,XXX,tombell,04/11/2011,07/11/2011,07/11/2011
143,closed,XXX,lautis,03/11/2011,03/11/2011,03/11/2011
142,closed,XXX,erikzaadi,03/11/2011,03/11/2011,03/11/2011
141,closed,XXX,cadwallion,02/11/2011,02/11/2011,02/11/2011
140,closed,XXX,BrokenEnso,02/11/2011,02/11/2011,02/11/2011
138,closed,XXX,sishen,02/11/2011,02/11/2011,02/11/2011
136,closed,XXX,unixcharles,01/11/2011,01/11/2011,01/11/2011
135,closed,XXX,tombell,01/11/2011,04/11/2011,Null
134,closed,XXX,mbmccormick,01/11/2011,01/11/2011,01/11/2011
133,closed,XXX,tombell,01/11/2011,01/11/2011,Null
129,closed,XXX,Mange,31/10/2011,31/10/2011,31/10/2011
128,closed,XXX,seancribbs,31/10/2011,31/10/2011,31/10/2011
127,closed,XXX,arttu,31/10/2011,31/10/2011,31/10/2011
126,closed,XXX,tombell,31/10/2011,04/11/2011,04/11/2011
124,closed,XXX,russelldavis,31/10/2011,14/11/2011,14/11/2011
123,closed,XXX,unixcharles,31/10/2011,01/11/2011,Null
121,closed,XXX,matjaz,30/10/2011,13/11/2011,Null
120,closed,XXX,sujal,30/10/2011,12/11/2011,Null
118,closed,XXX,sgriegoliet,30/10/2011,30/10/2011,Null
117,closed,XXX,jasford,30/10/2011,30/10/2011,30/10/2011
113,closed,XXX,unixcharles,30/10/2011,30/10/2011,30/10/2011
111,closed,XXX,OiNutter,30/10/2011,30/10/2011,30/10/2011
110,closed,XXX,mexitek,30/10/2011,01/11/2011,01/11/2011
106,closed,XXX,cldwalker,29/10/2011,29/10/2011,Null
104,closed,XXX,victorcoder,29/10/2011,29/10/2011,29/10/2011
103,closed,XXX,djl,29/10/2011,29/10/2011,29/10/2011
101,closed,XXX,allanca,28/10/2011,29/10/2011,Null
99,closed,XXX,markpasc,28/10/2011,28/10/2011,28/10/2011
98,closed,XXX,MathildeLemee,28/10/2011,29/10/2011,29/10/2011
94,closed,XXX,codec,28/10/2011,28/10/2011,28/10/2011
93,closed,XXX,baloo,28/10/2011,29/10/2011,Null
87,closed,XXX,atmos,28/10/2011,26/05/2012,Null
86,closed,XXX,sethtrain,28/10/2011,28/10/2011,Null
85,closed,XXX,sishen,28/10/2011,28/10/2011,Null
83,closed,XXX,Excedrin,27/10/2011,28/10/2011,28/10/2011
82,closed,XXX,mislav,27/10/2011,28/10/2011,Null
80,closed,XXX,andyfowler,27/10/2011,27/10/2011,27/10/2011
79,closed,XXX,markstory,27/10/2011,29/10/2011,29/10/2011
76,closed,XXX,pescuma,27/10/2011,29/10/2011,Null
75,closed,XXX,tombell,27/10/2011,27/10/2011,27/10/2011
74,closed,XXX,OiNutter,27/10/2011,27/10/2011,27/10/2011
70,closed,XXX,vinteo,27/10/2011,27/10/2011,27/10/2011
69,closed,XXX,markpasc,27/10/2011,28/10/2011,Null
67,closed,XXX,janx,27/10/2011,27/10/2011,Null
64,closed,XXX,jszwedko,26/10/2011,26/10/2011,26/10/2011
61,closed,XXX,steveklabnik,26/10/2011,26/10/2011,Null
60,closed,XXX,eventualbuddha,26/10/2011,26/10/2011,26/10/2011
59,closed,XXX,carsonmcdonald,26/10/2011,26/10/2011,Null
58,closed,XXX,tombell,26/10/2011,26/10/2011,Null
57,closed,XXX,markstory,26/10/2011,26/10/2011,26/10/2011
56,closed,XXX,assaf,26/10/2011,26/10/2011,26/10/2011
55,closed,XXX,codec,26/10/2011,26/10/2011,26/10/2011
54,closed,XXX,markpasc,26/10/2011,26/10/2011,26/10/2011
52,closed,XXX,tuxcanfly,26/10/2011,26/10/2011,Null
50,closed,XXX,tombell,26/10/2011,26/10/2011,26/10/2011
49,closed,XXX,dmathieu,26/10/2011,26/10/2011,26/10/2011
46,closed,XXX,codafoo,26/10/2011,26/10/2011,26/10/2011
45,closed,XXX,dmathieu,26/10/2011,26/10/2011,26/10/2011
43,closed,XXX,winterchord,26/10/2011,26/10/2011,Null
41,closed,XXX,assaf,26/10/2011,26/10/2011,26/10/2011
40,closed,XXX,jnewland,26/10/2011,26/10/2011,26/10/2011
39,closed,XXX,assaf,26/10/2011,26/10/2011,26/10/2011
38,closed,XXX,bencochran,26/10/2011,26/10/2011,Null
37,closed,XXX,assaf,26/10/2011,26/10/2011,26/10/2011
36,closed,XXX,andyfowler,26/10/2011,26/10/2011,26/10/2011
35,closed,XXX,jnewland,26/10/2011,26/10/2011,26/10/2011
34,closed,XXX,assaf,26/10/2011,26/10/2011,26/10/2011
33,closed,XXX,siong1987,26/10/2011,26/10/2011,Null
32,closed,XXX,aitor,26/10/2011,26/10/2011,26/10/2011
31,closed,XXX,peterwooley,26/10/2011,26/10/2011,Null
30,closed,XXX,technoweenie,25/10/2011,26/10/2011,26/10/2011
29,closed,XXX,tombell,25/10/2011,25/10/2011,25/10/2011
26,closed,XXX,dannytatom,25/10/2011,25/10/2011,25/10/2011
25,closed,XXX,titanous,25/10/2011,26/10/2011,26/10/2011
22,closed,XXX,bleything,25/10/2011,25/10/2011,Null
21,closed,XXX,skalnik,25/10/2011,25/10/2011,25/10/2011
19,closed,XXX,titanous,25/10/2011,25/10/2011,25/10/2011
13,closed,XXX,atmos,08/10/2011,08/10/2011,08/10/2011
12,closed,XXX,tmm1,06/10/2011,28/10/2011,28/10/2011
6,closed,XXX,benburkert,15/09/2011,28/10/2011,28/10/2011
5,closed,XXX,kneath,15/09/2011,15/09/2011,15/09/2011
