year,week,count,sum
2016,20,6,2343
2016,21,15,2358
2016,22,13,2371
2016,23,6,2377
2016,24,6,2383
2016,25,14,2397
2016,26,6,2403
2016,27,5,2408
2016,28,6,2414
2016,29,3,2417
2016,30,8,2425
2016,31,7,2432
2016,32,10,2442
2016,33,5,2447
2016,34,8,2455
