year,week,count,sum
2015,40,37,12133
2015,41,70,12203
2015,42,42,12245
2015,43,39,12284
2015,44,43,12327
2015,45,57,12384
2015,46,51,12435
2015,47,34,12469
2015,48,39,12508
2016,1,24,12532
2016,2,38,12570
2016,3,44,12614
2016,4,28,12642
2016,5,33,12675
2016,6,17,12692
2016,7,33,12725
2016,8,29,12754
2016,9,29,12783
2016,10,25,12808
2016,11,28,12836
2016,12,24,12860
2016,13,24,12884
2016,14,27,12911
2016,15,45,12956
2016,16,30,12986
2016,17,22,13008
2016,18,67,13075
2016,19,35,13110
2016,20,31,13141
2016,21,40,13181
2016,22,32,13213
2016,23,25,13238
2016,24,34,13272
2016,25,27,13299
2016,26,23,13322
2016,27,27,13349
2016,28,30,13379
2016,29,35,13414
2016,30,24,13438
2016,31,15,13453
2016,32,19,13472
2016,33,42,13514
2016,34,21,13535
2016,35,21,13556
2016,36,31,13587
2016,37,16,13603
2016,38,22,13625
2016,39,66,13691
2016,40,30,13721
2016,41,39,13760
2016,42,20,13780
2016,43,16,13796
2016,44,24,13820
2016,45,25,13845
2016,46,25,13870
2016,47,22,13892
2016,48,17,13909
2017,1,17,13926
2017,2,26,13952
2017,3,16,13968
2017,4,28,13996
2017,5,29,14025
2017,6,20,14045
2017,7,31,14076
2017,8,25,14101
2017,9,23,14124
2017,10,24,14148
2017,11,32,14180
2017,12,30,14210
2017,13,23,14233
2017,14,41,14274
2017,15,37,14311
2017,16,27,14338
2017,17,32,14370
2017,18,34,14404
